Date,Open,High,Low,Close,Adj Close,Volume
29 January 1993,43.96875,43.96875,43.75,43.9375,25.717375,1003200
01 February 1993,43.96875,44.25,43.96875,44.25,25.900288,480500
02 February 1993,44.21875,44.375,44.125,44.34375,25.955151,201300
03 February 1993,44.40625,44.84375,44.375,44.8125,26.229525,529400
04 February 1993,44.96875,45.09375,44.46875,45,26.339275,531500
05 February 1993,44.96875,45.0625,44.71875,44.96875,26.321001,492100
08 February 1993,44.96875,45.125,44.90625,44.96875,26.321001,596100
09 February 1993,44.8125,44.8125,44.5625,44.65625,26.138069,122100
10 February 1993,44.65625,44.75,44.53125,44.71875,26.174664,379600
11 February 1993,44.78125,45.125,44.78125,44.9375,26.302692,19500
12 February 1993,44.875,44.875,44.59375,44.59375,26.101505,42500
16 February 1993,44.46875,44.46875,43.40625,43.46875,25.443016,374800
17 February 1993,43.46875,43.53125,43.28125,43.4375,25.42473,210900
18 February 1993,43.9375,43.9375,42.8125,43.40625,25.406435,378100
19 February 1993,43.40625,43.5625,43.34375,43.5625,25.49789,34900
22 February 1993,43.6875,43.78125,43.5625,43.71875,25.58935,513600
23 February 1993,43.84375,43.875,43.46875,43.6875,25.571037,373700
24 February 1993,43.71875,44.25,43.71875,44.25,25.900288,26300
25 February 1993,44.21875,44.375,44.125,44.34375,25.955151,44500
26 February 1993,44.4375,44.4375,44.1875,44.40625,25.991756,66200
01 March 1993,44.5625,44.5625,44.21875,44.28125,25.918592,66500
02 March 1993,44.3125,44.9375,44.25,44.9375,26.302692,182400
03 March 1993,45,45.15625,44.9375,45.125,26.412445,280100
04 March 1993,45.1875,45.1875,44.875,44.875,26.266113,89500
05 March 1993,44.9375,45.125,44.71875,44.75,26.192957,40000
08 March 1993,44.84375,45.75,44.84375,45.75,26.778273,50800
09 March 1993,45.65625,45.6875,45.5,45.59375,26.686813,169300
10 March 1993,45.59375,45.6875,45.40625,45.6875,26.741693,194400
11 March 1993,45.71875,45.84375,45.5,45.5625,26.668531,70900
12 March 1993,45.1875,45.21875,44.8125,45.09375,26.394148,643600
15 March 1993,45.0625,45.3125,45.0625,45.3125,26.522194,310800
16 March 1993,45.3125,45.4375,45.3125,45.3125,26.522194,30800
17 March 1993,45.25,45.25,44.96875,45.03125,26.357573,21800
18 March 1993,45.21875,45.5,45.21875,45.3125,26.522194,59300
19 March 1993,45.28125,45.28125,45.03125,45.03125,26.482054,66900
22 March 1993,44.59375,44.875,44.5625,44.78125,26.335043,183400
23 March 1993,44.90625,44.9375,44.8125,44.875,26.390175,55200
24 March 1993,44.8125,45.0625,44.59375,44.875,26.390175,37200
25 March 1993,44.90625,45.25,44.84375,45.15625,26.555557,110100
26 March 1993,45.125,45.15625,44.875,44.90625,26.408541,101500
29 March 1993,44.9375,45.3125,44.9375,45.09375,26.518806,87100
30 March 1993,45.15625,45.21875,45.09375,45.21875,26.592325,56000
31 March 1993,45.34375,45.46875,45.1875,45.1875,26.573935,111600
01 April 1993,45.25,45.25,44.9375,45.03125,26.482054,129500
02 April 1993,44.65625,44.65625,44.09375,44.09375,25.930721,59400
05 April 1993,44.4375,44.4375,44.1875,44.3125,26.059357,172200
06 April 1993,44.40625,44.40625,44.0625,44.1875,25.985872,129700
07 April 1993,44.25,44.34375,44.15625,44.34375,26.077753,28000
08 April 1993,44.53125,44.53125,44.09375,44.28125,26.041002,180800
12 April 1993,44.71875,44.9375,44.65625,44.90625,26.408541,348500
13 April 1993,44.875,45.15625,44.84375,45,26.463678,146100
